timestamp,session_id,src_ip,src_port,dst_ip,dst_port,protocol,duration_sec,bytes,cell_tower_lat,cell_tower_lon,anomalystatus,Phone Number A,Phone Number B
2025-10-26T11:44:00Z,8b68955f-2e73-4785-8a95-2f574008b1de,115.96.187.198,26914.0,115.96.225.98,4390.0,SIP,7816.0,749499527.0,28.6139,77.209,1.0,7806964299,7616051499
2025-10-02T12:14:00Z,7a12608b-8d68-4e73-94eb-41ce1d54d130,47.8.167.247,31812.0,47.8.203.46,60152.0,SIP,18640.0,836342793.0,19.076,72.8777,1.0,8187667228,9744503964
2025-08-25T23:41:00Z,1adfc030-ec01-493b-9cb9-59b50211e8f1,117.194.115.59,21202.0,106.51.62.205,2853.0,SIP,10587.0,367988469.0,17.385,78.4867,1.0,9988846648,8573932561
2025-09-27T03:55:00Z,e6b71049-c34f-42b0-860d-e2cb80dfad17,115.96.7.230,9378.0,106.51.108.193,44502.0,TCP,5435.0,706613945.0,12.9716,77.5946,1.0,9141894718,9273452574
2025-09-22T00:54:00Z,50675891-4a06-43e8-8c6b-a0bc190eff74,47.8.76.48,45375.0,47.8.57.166,28023.0,HTTPS,11703.0,37690316.0,13.0827,80.2707,1.0,9995415428,9778019931
2025-09-26T12:34:00Z,98d57f1f-f09c-4c83-9d1d-80c6b08ba93b,117.194.210.64,49529.0,115.96.245.43,65290.0,TCP,18703.0,817790464.0,17.385,78.4867,1.0,8396362843,8758079832
2025-10-09T17:19:00Z,4cd68725-0f0e-47f6-b82b-bc06e24ef3ac,47.8.73.4,64263.0,114.31.200.138,22183.0,TCP,4003.0,968146649.0,17.385,78.4867,1.0,9604566608,9776207872
2025-08-29T01:42:00Z,be5d6c4e-ea62-4896-9d4f-7129f28ad5c1,117.194.56.55,33150.0,49.36.232.47,65263.0,HTTPS,16090.0,375863770.0,22.5726,88.3639,1.0,8206681923,9475114831
2025-10-25T00:17:00Z,0336686c-9392-4551-a527-e56a1a634ed4,115.96.154.14,59790.0,117.194.64.57,1209.0,SIP,7524.0,355324879.0,17.385,78.4867,1.0,8755707055,9323625229
2025-09-16T06:54:00Z,bfc9b2d8-6e53-475b-b994-7f3874f8a742,114.31.115.114,50761.0,27.56.114.141,27004.0,HTTPS,4311.0,644010242.0,13.0827,80.2707,1.0,9245977277,7987968630
2025-10-20T10:00:00Z,383b95d3-daad-4a3f-a35c-4f77c497a6f0,203.81.120.20,38539.0,203.81.250.145,13218.0,TCP,10288.0,281280686.0,17.385,78.4867,1.0,9123659194,8323711331
2025-10-21T15:20:00Z,516348d4-2dae-4833-be2c-fdd637029139,117.194.91.204,47972.0,106.51.150.213,20634.0,UDP,19288.0,317299564.0,12.9716,77.5946,1.0,7581860839,9134985497
2025-10-26T17:04:00Z,6d94a5a1-f2e5-4f76-addf-e0644c1ed39f,115.96.105.41,9859.0,27.56.45.227,10659.0,SIP,8978.0,356760070.0,12.9716,77.5946,1.0,8610822179,8502099087
2025-08-26T06:07:00Z,c56f8fa9-0409-4924-9f0c-df9eb7064a07,49.36.130.212,21315.0,115.96.104.190,22160.0,HTTPS,3388.0,855928734.0,19.076,72.8777,1.0,8082458692,8697401112
2025-10-24T09:06:00Z,7f62dde3-207e-47ba-ae60-4ed6155db040,203.81.178.176,6455.0,27.56.100.208,6513.0,HTTPS,18402.0,323424006.0,12.9716,77.5946,1.0,8994325311,7080494555
2025-10-26T11:48:00Z,e9e73631-6e26-42c6-9131-57b8ab78350c,106.51.45.131,17260.0,47.8.110.105,33616.0,TCP,6521.0,345153409.0,12.9716,77.5946,1.0,9682495189,8562478223
2025-08-27T10:42:00Z,7d2e9f5e-1fcd-40d5-b0ee-28ffd834f4a7,114.31.14.59,44143.0,47.8.49.61,54942.0,TCP,1176.0,199045973.0,19.076,72.8777,1.0,8353423236,7547484667
2025-09-28T18:37:00Z,8e92b428-352d-437e-bb6d-8c95d8d3ea90,203.81.40.28,18373.0,27.56.201.220,55056.0,TCP,203.0,868271325.0,28.6139,77.209,1.0,9237172624,8207725795
2025-09-25T08:00:00Z,0299982c-de83-4f65-a2a6-1feb3194dee4,203.81.90.241,29247.0,106.51.189.135,47827.0,HTTPS,12685.0,230557343.0,28.6139,77.209,1.0,9130178279,7067979506
2025-10-19T14:58:00Z,48614503-6d94-44c3-ad42-edc367cee2dd,115.96.125.166,10960.0,203.81.241.89,54074.0,HTTPS,3936.0,731700652.0,13.0827,80.2707,1.0,7041070784,8735747018
2025-09-02T03:51:00Z,b0c28332-3f46-4902-8555-4fcb611086ed,47.8.225.222,11637.0,203.81.54.227,19674.0,UDP,19665.0,68863149.0,17.385,78.4867,1.0,9498389670,9866582395
2025-11-01T06:22:00Z,5f338066-afed-4a35-95eb-6c458de67552,203.81.83.8,64021.0,115.96.215.235,22660.0,SIP,394.0,7116986.0,22.5726,88.3639,1.0,9702747051,9156435619
2025-10-12T23:49:00Z,4ac87b03-098b-4eaf-91f9-133272478901,27.56.241.16,28230.0,47.8.50.26,33011.0,SIP,14008.0,571128403.0,28.6139,77.209,1.0,8246118841,9878841057
2025-09-22T21:11:00Z,7bd708d6-bd71-4c31-a90b-a82d6da03674,27.56.2.59,48664.0,117.194.210.242,37804.0,UDP,5488.0,776240755.0,17.385,78.4867,1.0,9057203417,7799148350
2025-09-01T02:14:00Z,367648a6-bf36-4dba-acf7-083457c051f5,117.194.85.54,34061.0,114.31.86.180,3126.0,HTTPS,13920.0,373291781.0,17.385,78.4867,1.0,7377231510,8570717929
2025-09-25T15:14:00Z,11dabb89-6883-4ba7-872b-a6855662d225,47.8.121.12,49454.0,106.51.94.150,27961.0,HTTPS,2327.0,752645086.0,12.9716,77.5946,1.0,8434894459,7402518642
2025-10-18T07:35:00Z,ffe76742-bf10-430e-94e8-0d7b5a72a2b6,203.81.117.206,32225.0,115.96.234.160,48715.0,UDP,2003.0,823258597.0,17.385,78.4867,1.0,7233641436,7413468521
2025-09-20T00:47:00Z,cf84c216-bd1e-4455-bbf9-37e5aee44411,106.51.188.186,39673.0,203.81.218.95,28193.0,UDP,16875.0,969561351.0,17.385,78.4867,1.0,8112049231,9750579283
2025-08-28T03:24:00Z,200c6dd3-b246-4dbc-a8c3-253553374c0e,106.51.175.1,15038.0,106.51.134.61,53642.0,UDP,14267.0,109142126.0,13.0827,80.2707,1.0,8611718120,7145512748
2025-10-01T07:09:00Z,592a59b9-8485-4ca1-86ec-2b1263d8bbf5,203.81.84.56,36644.0,47.8.70.76,28887.0,TCP,6545.0,324848319.0,12.9716,77.5946,1.0,7359485940,8201223640
2025-09-10T13:48:00Z,8bdb57f1-a9be-49e2-b6fd-05faabee0769,47.8.81.202,11486.0,106.51.19.46,2152.0,SIP,17219.0,570037378.0,13.0827,80.2707,1.0,7412374568,7999844765
2025-09-17T00:22:00Z,b858cd20-2140-436a-a2d1-446e8e2b4144,114.31.117.143,34866.0,117.194.2.195,4421.0,TCP,2569.0,92303049.0,12.9716,77.5946,1.0,9181167011,9877572502
2025-10-27T15:31:00Z,da106439-a716-46d5-8c14-a7620c48546c,114.31.96.37,12779.0,49.36.196.42,26868.0,SIP,17226.0,292143437.0,13.0827,80.2707,1.0,8906050278,7138671575
2025-10-04T12:01:00Z,2d6c0142-a76b-4171-9e29-0070aaffcf1a,117.194.28.51,31606.0,117.194.171.40,13087.0,UDP,4974.0,412287369.0,17.385,78.4867,1.0,8243316472,7264424164
2025-09-03T15:42:00Z,50f0b16e-dfd7-4b19-9ff1-c82570d518f6,106.51.51.43,52607.0,115.96.39.247,24444.0,HTTPS,2685.0,446533379.0,17.385,78.4867,1.0,7632658641,7383357907
2025-09-13T14:02:00Z,c9df8eff-f65f-415b-afa8-65dee77b1fb7,114.31.227.233,31107.0,203.81.130.104,5045.0,HTTPS,5164.0,933888518.0,19.076,72.8777,1.0,8425382253,8445461107
2025-08-27T09:15:00Z,216feda4-67e7-494a-8cbe-a0cfff9d01e3,203.81.102.176,19874.0,203.81.211.33,4492.0,HTTPS,1828.0,663822781.0,28.6139,77.209,1.0,9498172035,7412374568
2025-09-13T19:01:00Z,c06146c7-780a-4c28-9329-23695f40f23b,27.56.109.250,49711.0,27.56.79.159,59135.0,UDP,3692.0,798080061.0,22.5726,88.3639,1.0,8088917867,7986189914
2025-10-02T12:35:00Z,86b6b42c-a8eb-4cd2-b8bd-c5d6dec873a9,117.194.197.11,49163.0,49.36.196.141,26956.0,TCP,14644.0,310348073.0,17.385,78.4867,1.0,7135028533,8384369622
2025-10-23T05:06:00Z,7ff99958-edc5-4ecb-b418-2bfa2d691b5d,106.51.190.143,62688.0,27.56.204.133,33781.0,TCP,15176.0,792819680.0,28.6139,77.209,1.0,8709159779,7436282381
2025-09-15T20:47:00Z,63e46915-54b2-47f5-8f9a-6f6e0226a798,27.56.184.151,36252.0,49.36.109.145,36740.0,HTTPS,19127.0,275193534.0,22.5726,88.3639,1.0,7009350373,7174205938
2025-09-28T22:36:00Z,2c0326c2-3e51-4124-a44b-d0be9c0cb662,27.56.216.31,57287.0,114.31.162.86,40020.0,HTTPS,10500.0,706923774.0,12.9716,77.5946,1.0,9957515265,9759904531
2025-10-12T02:34:00Z,fcfae437-eefd-4a72-ae62-e96025a2bf75,115.96.219.20,29316.0,114.31.196.99,4451.0,SIP,10391.0,665485660.0,22.5726,88.3639,1.0,7425244104,9407984377
2025-10-02T14:07:00Z,d4cf8a2e-76d2-441e-b7d3-d374983c3f4e,27.56.93.123,45625.0,203.81.77.128,62568.0,HTTPS,12539.0,47547514.0,22.5726,88.3639,1.0,8762551257,9034362893
2025-09-20T12:32:00Z,a7f713ae-1b72-418f-8bff-ecdfa9d3080b,27.56.20.165,32214.0,115.96.220.64,64199.0,HTTPS,641.0,269824676.0,22.5726,88.3639,1.0,9257594610,9999987519
2025-11-01T03:11:00Z,66cd193b-a2cd-435a-a9d7-3394725e4bb0,114.31.11.219,52194.0,49.36.180.233,47998.0,SIP,15156.0,745126182.0,17.385,78.4867,1.0,9291827315,7806071657
2025-10-01T00:33:00Z,86fe5785-bf01-4b6f-927e-464bde81a803,106.51.190.80,25519.0,106.51.96.86,6204.0,HTTPS,15201.0,205603906.0,19.076,72.8777,1.0,8086605507,9815936403
2025-10-31T13:43:00Z,bd02598f-81ee-49ce-948f-83cc80015d2e,27.56.46.68,40161.0,49.36.241.202,41206.0,TCP,8870.0,706204633.0,13.0827,80.2707,1.0,7937230137,8458201463
2025-10-03T08:54:00Z,a199f63e-09e9-4411-9b5f-97d7a220a7f8,27.56.42.174,18234.0,117.194.225.18,11906.0,TCP,1012.0,663190560.0,19.076,72.8777,1.0,9265155479,7539946642
2025-09-22T02:00:00Z,d5178f59-f646-4912-b089-81d4214a443e,117.194.97.204,15058.0,106.51.59.254,26996.0,HTTPS,15162.0,737771023.0,12.9716,77.5946,1.0,8934337508,8205934972
2025-09-09T07:11:00Z,e7242b31-c82e-4dc4-a624-37b13665425a,203.81.92.176,54238.0,117.194.72.154,56784.0,SIP,8408.0,585850849.0,17.385,78.4867,1.0,9951132758,7216248455
2025-09-08T14:53:00Z,1825ba7c-7fbc-4d73-a309-04711572e024,117.194.166.84,44022.0,47.8.35.7,18657.0,UDP,18016.0,128388567.0,19.076,72.8777,1.0,8995935702,8863264217
2025-09-01T08:41:00Z,1bc038bb-58e9-48d8-9023-e78cffd1cc19,117.194.77.153,30405.0,117.194.50.177,49611.0,TCP,12422.0,682046378.0,17.385,78.4867,1.0,8687577010,7017665436
2025-09-08T19:53:00Z,dd405c07-398c-4038-8d48-c3dd37704c43,117.194.156.78,25567.0,106.51.163.25,60444.0,SIP,3042.0,689209651.0,17.385,78.4867,1.0,8304073411,7690421541
2025-10-26T01:43:00Z,2dca85f9-66f0-4823-b42c-85f101885b18,47.8.177.143,58299.0,47.8.209.135,42573.0,TCP,12613.0,185173958.0,12.9716,77.5946,1.0,7906748326,7799148350
2025-10-17T11:49:00Z,8b504f3c-3c4e-4ecf-a02c-cf6e0ad8c58c,115.96.59.192,56223.0,203.81.255.8,1948.0,SIP,7999.0,225399665.0,28.6139,77.209,1.0,7999844765,7321663890
2025-10-31T07:03:00Z,3791393f-b572-4f81-9461-d5129d448b8a,49.36.35.202,62895.0,115.96.18.174,13229.0,TCP,2073.0,965768084.0,22.5726,88.3639,1.0,7307306848,8392290463
2025-08-26T12:39:00Z,b6936802-0f0e-46cf-97ba-628d98eba97b,106.51.243.84,29320.0,203.81.39.48,8152.0,SIP,15840.0,511365814.0,13.0827,80.2707,1.0,8954029387,8038093666
2025-08-27T22:18:00Z,97d0183e-41aa-41f3-b76c-dcabc44cc2d3,106.51.15.168,39579.0,47.8.114.204,46336.0,SIP,8276.0,264086662.0,28.6139,77.209,1.0,7564803278,7384389435
2025-10-28T23:18:00Z,fac56633-9c75-4158-9ff7-97d8da36070b,106.51.188.1,1730.0,203.81.96.230,40197.0,TCP,1105.0,766146963.0,19.076,72.8777,1.0,8953576443,7736782190
2025-09-10T02:34:00Z,09033d5c-6fb4-424d-937a-dbcd98ccff6e,114.31.36.217,38088.0,115.96.220.199,61510.0,HTTPS,18111.0,720784149.0,13.0827,80.2707,1.0,7747886095,7683110706
2025-10-24T05:15:00Z,9787176c-b420-49b0-8262-2ca6e21dca9f,27.56.21.11,2179.0,47.8.194.87,20637.0,HTTPS,18195.0,272927773.0,13.0827,80.2707,1.0,8924531645,8889447217
2025-10-20T17:10:00Z,50aae910-d0c3-4970-b92e-bdbab017cf9a,106.51.228.68,64075.0,115.96.200.82,23005.0,SIP,15401.0,405355124.0,17.385,78.4867,1.0,8226376827,9113140487
2025-10-23T09:27:00Z,96507c47-4d4b-4994-b00d-774be0970f2a,49.36.50.203,40251.0,114.31.157.99,41399.0,TCP,17459.0,908385044.0,28.6139,77.209,1.0,8178078929,9611212124
2025-09-16T22:15:00Z,960e46df-1474-45b5-a19f-b2b620006bea,47.8.75.15,59128.0,27.56.165.31,3433.0,UDP,9708.0,544887414.0,19.076,72.8777,1.0,8396362843,7871782476
2025-10-21T00:52:00Z,4ca6061d-3861-49f8-86d5-a128c70e8058,114.31.142.226,50416.0,114.31.104.118,15107.0,SIP,6905.0,161444712.0,22.5726,88.3639,1.0,7006663846,9148314113
2025-10-10T08:13:00Z,0f28b93f-aeae-4710-b26d-ea1d2995fd5b,115.96.88.244,31076.0,106.51.216.131,62420.0,HTTPS,11285.0,408849614.0,28.6139,77.209,1.0,9146521748,7396503761
2025-10-19T09:06:00Z,53d28270-b640-48a3-8ca9-24847879a672,47.8.21.189,33908.0,49.36.147.155,60159.0,SIP,9461.0,415819905.0,12.9716,77.5946,1.0,8675297371,9613711763
2025-08-25T12:33:00Z,35938628-d524-4f63-8e1e-b15b4d552129,115.96.45.130,42365.0,115.96.131.198,46162.0,SIP,18623.0,465917707.0,19.076,72.8777,1.0,7982681050,8554034455
2025-10-15T22:46:00Z,6cbfe05f-7970-44ce-a5fd-4345075838a1,114.31.173.86,51932.0,114.31.224.216,31906.0,TCP,15657.0,301881895.0,12.9716,77.5946,1.0,8088917867,9592754842
2025-09-12T19:52:00Z,6556d114-ea34-41fe-996e-46b5a00b07ea,27.56.228.221,4381.0,114.31.76.48,52198.0,UDP,12971.0,253060434.0,13.0827,80.2707,1.0,8860364900,7780008114
2025-11-01T15:19:00Z,147ee058-657c-4c14-9ff4-8c5634e78d84,47.8.142.103,18478.0,27.56.124.16,5216.0,TCP,2859.0,202645553.0,19.076,72.8777,1.0,7289593900,9776207872
2025-10-17T07:08:00Z,516970c5-fe09-4ff1-aea7-90d59cf6c928,49.36.215.213,31135.0,49.36.212.69,45524.0,TCP,9068.0,444356617.0,28.6139,77.209,1.0,7538382142,8245579130
2025-10-04T07:21:00Z,1cd065da-4bc5-4ee7-a93a-363d9cbfa143,115.96.87.170,16259.0,27.56.200.57,37965.0,SIP,6026.0,287518038.0,22.5726,88.3639,1.0,7827745540,9293076949
2025-10-26T06:13:00Z,a772d1d4-fd58-46fb-a613-ce1aaacf3e63,117.194.88.5,52876.0,203.81.222.240,50775.0,HTTPS,7608.0,684509613.0,22.5726,88.3639,1.0,7864655864,8176347260
2025-09-11T21:32:00Z,63c3e56a-1a41-4d4b-bdf7-dbe31e6c2e34,106.51.196.21,37019.0,49.36.60.101,25942.0,HTTPS,13270.0,199264281.0,28.6139,77.209,1.0,9101554582,7483520174
2025-08-31T09:55:00Z,b9a37f15-aae1-4b63-874b-baee0f21f6f3,106.51.229.83,35687.0,47.8.120.89,30243.0,UDP,12260.0,897759582.0,28.6139,77.209,1.0,9389828482,9605107742
2025-09-18T13:46:00Z,072db04a-a7a7-4569-8cf5-f89575e84604,47.8.251.16,22430.0,47.8.176.115,58322.0,UDP,7676.0,657277520.0,17.385,78.4867,1.0,7632658641,7409775277
2025-09-26T19:06:00Z,248002c9-5dc6-4ad7-a699-3360e4efd7b4,47.8.251.245,32177.0,47.8.91.94,45921.0,UDP,888.0,903515917.0,28.6139,77.209,1.0,9310552083,8334817435
2025-09-12T19:31:00Z,9580392a-671a-44a0-a913-c3c60a9942f2,203.81.110.61,45780.0,203.81.154.21,41628.0,UDP,8075.0,618767916.0,22.5726,88.3639,1.0,7602256968,7412617913
2025-10-07T10:36:00Z,4b7fa403-3b93-4e03-9770-ffa18cd82f7b,47.8.20.32,29993.0,117.194.165.199,9019.0,HTTPS,16103.0,256741224.0,12.9716,77.5946,1.0,8910277992,7188879462
2025-09-15T05:29:00Z,3f76c368-e59c-4b15-a8df-c1d64747e830,106.51.213.114,3592.0,49.36.103.10,38536.0,HTTPS,6141.0,532443309.0,12.9716,77.5946,1.0,8193492385,9575795925
2025-09-11T22:45:00Z,ca0de4d0-2af1-421c-863a-1327dfd0ca45,115.96.7.213,4721.0,115.96.77.111,2339.0,HTTPS,15216.0,481818762.0,17.385,78.4867,1.0,9002691801,7321663890
2025-10-01T14:10:00Z,2fb1cb7b-1640-4a06-a6d2-c00d2a9baa7c,203.81.119.17,36488.0,114.31.248.2,33465.0,UDP,15125.0,329144636.0,22.5726,88.3639,1.0,7222001679,8112049231
2025-10-04T05:57:00Z,32e98ce7-094b-4965-a8f3-9480b9d60772,115.96.188.84,30078.0,203.81.21.10,26762.0,TCP,13105.0,96649693.0,28.6139,77.209,1.0,8204428218,7233210167
2025-09-15T06:26:00Z,c7ad94b4-2f8d-4608-b2c3-853a39ddba0e,49.36.67.220,53580.0,203.81.254.88,18012.0,TCP,13772.0,311351514.0,28.6139,77.209,1.0,8924531645,7424201271
2025-10-03T16:05:00Z,0230cd5e-4210-4744-a40c-7ed3bf37981f,117.194.245.54,51771.0,49.36.163.99,1659.0,SIP,16289.0,337203339.0,17.385,78.4867,1.0,9820227841,7023960017
2025-09-18T12:29:00Z,860947e9-e8a7-4325-aed0-9dd1095807d1,106.51.23.119,9189.0,27.56.160.98,64781.0,UDP,2528.0,353230822.0,13.0827,80.2707,1.0,7787965696,8401725075
2025-09-23T09:41:00Z,1d13a83f-7c3d-4027-94e5-edf1512f30a0,47.8.54.131,5540.0,27.56.124.186,55564.0,HTTPS,4983.0,955336654.0,19.076,72.8777,1.0,7799148350,8346291688
2025-10-23T15:00:00Z,3c9e2094-fb77-432e-be0c-c40a16648e0a,117.194.163.20,49373.0,114.31.224.196,44998.0,SIP,3297.0,988898256.0,28.6139,77.209,1.0,8881542160,9805681456
2025-10-08T18:32:00Z,98abec9d-b5ec-4bc1-ba47-cf190aa40f3c,106.51.210.213,55144.0,106.51.175.232,26235.0,SIP,6711.0,975055692.0,22.5726,88.3639,1.0,7550233143,7032846924
2025-09-15T16:56:00Z,659e909d-26d8-41e7-8690-142fa3e9f2e9,114.31.105.156,23648.0,47.8.193.222,22263.0,SIP,11836.0,474742225.0,19.076,72.8777,1.0,7412374568,9007247516
2025-10-06T03:20:00Z,a290b7b6-663c-4618-bfda-296caa2bb96d,27.56.229.195,23116.0,114.31.110.81,4390.0,TCP,2323.0,361270491.0,17.385,78.4867,1.0,9134985497,9410224827
2025-10-11T18:44:00Z,0c11aedc-41c8-4fc1-9d33-140a0945bb91,203.81.78.46,2853.0,115.96.253.207,31857.0,HTTPS,19720.0,142537478.0,28.6139,77.209,1.0,9003990866,9061863357
2025-09-15T17:10:00Z,d2b4ebf6-3ae1-482f-ad8d-492f7bd59f55,203.81.254.244,37083.0,47.8.86.67,49618.0,TCP,11539.0,253759312.0,12.9716,77.5946,1.0,9054921637,9436663056
2025-10-27T06:59:00Z,0e3f8e5a-1f1e-493b-a367-b869c0521977,47.8.80.69,30624.0,47.8.37.49,33968.0,SIP,1800.0,137644363.0,22.5726,88.3639,1.0,8910277992,7215528939
2025-10-22T05:13:00Z,f1ac3e50-8854-4c22-ad09-e582518cd11c,49.36.208.85,11570.0,115.96.118.112,3162.0,HTTPS,9514.0,632777202.0,22.5726,88.3639,1.0,9574510070,9236446706
2025-10-20T03:08:00Z,c47ab950-beed-4a26-b211-bc1eb3d30f0b,114.31.41.252,40561.0,203.81.86.86,16034.0,SIP,9265.0,297414138.0,13.0827,80.2707,1.0,8248282060,9038592180
2025-09-24T23:45:00Z,7c6d2d37-b71d-48fd-a46d-4c79343bd3a6,27.56.113.24,51708.0,106.51.46.180,22933.0,UDP,15315.0,780682320.0,22.5726,88.3639,1.0,7908207184,9141756700
2025-09-14T17:49:00Z,8caab01c-9f8e-46a6-b8ad-d23bc64baa61,27.56.244.225,51718.0,47.8.9.221,58048.0,SIP,9761.0,585607917.0,19.076,72.8777,1.0,7061036834,8345429839
2025-09-12T12:45:00Z,82144021-8f37-4ced-b203-c35a11dfad94,27.56.226.184,10289.0,106.51.54.101,54917.0,TCP,19174.0,872596780.0,13.0827,80.2707,1.0,7239316061,7264424164
2025-09-24T14:46:00Z,58ffec2f-4442-4624-a42d-128c5ae00ab5,106.51.85.29,48061.0,49.36.24.90,63240.0,HTTPS,7470.0,238663381.0,17.385,78.4867,1.0,9168584999,8500177353
2025-09-18T15:19:00Z,377b40ab-9ed5-4ca3-b350-142caaa1f2b7,115.96.229.224,9719.0,27.56.157.124,47338.0,UDP,237.0,818619002.0,13.0827,80.2707,1.0,7805060337,7595518230
2025-10-08T23:17:00Z,d51eb657-468a-44aa-be18-bb96813b1cfe,47.8.4.68,64775.0,106.51.47.64,38183.0,SIP,14647.0,845152227.0,28.6139,77.209,1.0,7025980955,8570717929
2025-09-14T08:41:00Z,059228c1-3f4b-4565-a8dd-c2c2c3c3f342,203.81.29.3,35296.0,115.96.243.122,63976.0,SIP,5767.0,126800990.0,13.0827,80.2707,1.0,9812118275,8205934972
2025-10-28T09:56:00Z,840b23e6-06f2-4f76-94c5-e74e3dc0f975,115.96.109.104,61191.0,106.51.116.183,63515.0,SIP,3609.0,239423981.0,19.076,72.8777,1.0,8591279703,8228090896
